busStopId,stopNameKorean,stopNameRomanized,stopNameTranslated,StopNameNaver
PHB350087166,문덕2리,Mun-deog-2-li,Mundeok 2-ri,Mundeok 2 Ri
PHB350087167,문덕차고지,Mun-deog-cha-go-ji,Mundeok Garage,Mundeok Garage
PHB350087168,문덕차고지,Mun-deog-cha-go-ji,Mundeok Garage,Mundeok Garage
PHB350087169,문덕사거리,Mun-deog-sa-geo-li,Mundeok Intersection,Mundeok Sageori
PHB350087170,포은중학교,Po-eun-jung-hag-gyo,Poeun Middle School,
PHB350087171,원동초등학교,Won-dong-cho-deung-hag-gyo,Wondong Elementary School,Wondong Elementary School
PHB350087172,오천농협원동지점,O-cheon-nong-hyeob-won-dong-ji-jeom,Ocheon Agricultural Cooperative Wondong Branch,
PHB350087173,오천농협원동지점,O-cheon-nong-hyeob-won-dong-ji-jeom,Ocheon Agricultural Cooperative Wondong Branch,
PHB350087174,부영사랑3차,Bu-yeong-sa-lang-3-cha,Buyeong Sarang #3 Apartment,Buyeong Sarang #3
PHB350087175,부영사랑3차,Bu-yeong-sa-lang-3-cha,Buyeong Sarang #3 Apartment,Buyeong Sarang #3
PHB350087176,원리,Won-li,Won-ri,Wolli
PHB350087177,원리,Won-li,Won-ri,Wolli
PHB350087178,문덕마을회관,Mun-deog-ma-eul-hoe-gwan,Mundeok Village Hall,Ocheon Residents Field
PHB350087179,문덕마을회관,Mun-deog-ma-eul-hoe-gwan,Mundeok Village Hall,Ocheon Residents Field
PHB350087180,음나무농장,Eum-na-mu-nong-jang,Eumnamu Farm,Eumnamu Farm
PHB350087181,음나무농장,Eum-na-mu-nong-jang,Eumnamu Farm,Eumnamu Farm
PHB350087182,문덕사거리,Mun-deog-sa-geo-li,Mundeok Intersection,Mundeok Sageori
PHB350087183,준양참마을,Jun-yang-cham-ma-eul,Junyang Chammaeul Apartment,Junyangcham Village
PHB350087184,원용교,Won-yong-gyo,Wonyong Bridge,Wonyonggyo
PHB350087185,힐스테이트포항,Hil-seu-te-i-teu-po-hang,Hillstate Pohang Apartment,
PHB350087186,여성장애인복지관,Yeo-seong-jang-ae-in-bog-ji-gwan,Women's Disabled Welfare Center,
PHB350087187,여성장애인복지관,Yeo-seong-jang-ae-in-bog-ji-gwan,Women's Disabled Welfare Center,
PHB350087188,냉천수변공원,Naeng-cheon-su-byeon-gong-won,Naengcheon Waterfront Park,
PHB350087189,냉천수변공원,Naeng-cheon-su-byeon-gong-won,Naengcheon Waterfront Park,
PHB350087190,대궁꿈마을아파트,Dae-gung-kkum-ma-eul-a-pa-teu,Daegung Kkummaeul Apartment,
PHB350087191,대궁꿈마을아파트,Dae-gung-kkum-ma-eul-a-pa-teu,Daegung Kkummaeul Apartment,
PHB350087192,새마을금고원동지점,Sae-ma-eul-geum-go-won-dong-ji-jeom,Saemaul Geumgo Wondong Branch,
PHB350087193,새마을금고원동지점,Sae-ma-eul-geum-go-won-dong-ji-jeom,Saemaul Geumgo Wondong Branch,
PHB350087194,문덕정림다채움,Mun-deog-jeong-lim-da-chae-um,Mundeok Jeongrim Dachaeum Apartment,Filling up Mundeokjeongrim
PHB350087195,문덕정림다채움,Mun-deog-jeong-lim-da-chae-um,Mundeok Jeongrim Dachaeum Apartment,Filling up Mundeokjeongrim
PHB350087198,문충리,Mun-chung-li,Munchung-ri,Munchung-ri
PHB350088001,대송파출소,Dae-song-pa-chul-so,Daesong Police Box,Daesong Police Office
PHB350088002,대송초등학교,Dae-song-cho-deung-hag-gyo,Daesong Elementary School,Daesong Elementary School
PHB350088003,포항대송교회,Po-hang-dae-song-gyo-hoe,Pohang Daesong Church,
PHB350088004,송동리,Song-dong-li,Songdong-ri,Songdongni
PHB350088005,포항대송교회,Po-hang-dae-song-gyo-hoe,Pohang Daesong Church,
PHB350088006,대송초등학교,Dae-song-cho-deung-hag-gyo,Daesong Elementary School,Daesong Elementary School
PHB350088007,송동리,Song-dong-li,Songdong-ri,Songdongni
PHB350088008,대각종점,Dae-gag-jong-jeom,Daegak Terminal,
PHB350088009,대각사,Dae-gag-sa,Daegaksa Temple,Daegaksa Temple
PHB350088010,대각2리,Dae-gag-2-li,Daegak 2-ri,Daegak 2 Ri
PHB350088011,대각삼거리,Dae-gag-sam-geo-li,Daegak Three-way Intersection,Daegak Three Way Intersection
PHB350088014,대각삼거리,Dae-gag-sam-geo-li,Daegak Three-way Intersection,Daegak Three Way Intersection
PHB350088015,대각2리,Dae-gag-2-li,Daegak 2-ri,Daegak 2 Ri
PHB350088016,대각사,Dae-gag-sa,Daegaksa Temple,Daegaksa Temple
PHB350088017,장동1리,Jang-dong-1-li,Jangdong 1-ri,Jangdong 1 Ri
PHB350088018,장동1리,Jang-dong-1-li,Jangdong 1-ri,Jangdong 1 Ri
PHB350088019,장동3리,Jang-dong-3-li,Jangdong 3-ri,Jangdong 3 Ri
PHB350088020,장동3리,Jang-dong-3-li,Jangdong 3-ri,Jangdong 3 Ri
PHB350088021,홍계리,Hong-gye-li,Honggye-ri,Honggyeri
PHB350088022,홍계리,Hong-gye-li,Honggye-ri,Honggyeri
PHB350088023,홍계종점,Hong-gye-jong-jeom,Honggye Terminal,
PHB350088025,스틸플라워,Seu-til-peul-la-wo,STEELFLOWER,Steel Flower
PHB350088027,삼정제강4공장,Sam-jeong-je-gang-4-gong-jang,Samjeong Steel Factory 4,Samjeong Steelmaking 4 Factory
PHB350088030,태창철강,Tae-chang-cheol-gang,Taechang Steel,Taechang Steel
PHB350088032,시노펙스,Si-no-peg-seu,SYNOFEX,Synopex
PHB350088038,장동2리,Jang-dong-2-li,Jangdong 2-ri,Jangdong 2 Ri
PHB350088039,장동2리,Jang-dong-2-li,Jangdong 2-ri,Jangdong 2 Ri
PHB350088049,송동회차지,Song-dong-hoe-cha-ji,Songdong Bus Turnaround,Song Donghoe Chaji
PHB350088051,남성리,Nam-seong-li,Namseong-ri,Namseongni
PHB350088063,공수리,Gong-su-li,Gongsu-ri,Gongsuri
PHB350088064,공수리,Gong-su-li,Gongsu-ri,Gongsuri
PHB350088065,대송면사무소,Dae-song-myeon-sa-mu-so,Daesong-myeon Office,Daesongmyeon Office
PHB350088066,대송면사무소,Dae-song-myeon-sa-mu-so,Daesong-myeon Office,Daesongmyeon Office
PHB350088067,송동회차지,Song-dong-hoe-cha-ji,Songdong Bus Turnaround,Song Donghoe Chaji
PHB350089004,임곡2리,Im-gog-2-li,Imgok 2-ri,Imgok 2 Ri
PHB350089005,임곡2리,Im-gog-2-li,Imgok 2-ri,Imgok 2 Ri
PHB350089008,연오랑세오녀테마공원,Yeon-o-rang-se-o-nyeo-te-ma-gong-won,Yeonorang Seonyeo Theme Park,
PHB350089009,연오랑세오녀테마공원,Yeon-o-rang-se-o-nyeo-te-ma-gong-won,Yeonorang Seonyeo Theme Park,
PHB350089010,입암1리,Ib-am-1-li,Ibam 1-ri,Ibam 1 Ri
PHB350089011,입암1리,Ib-am-1-li,Ibam 1-ri,Ibam 1 Ri
PHB350089012,입암2리,Ib-am-2-li,Ibam 2-ri,Ibam 2 Ri
PHB350089013,입암2리,Ib-am-2-li,Ibam 2-ri,Ibam 2 Ri
PHB350089014,마산리,Ma-san-li,Masan-ri,Masalli
PHB350089015,마산리,Ma-san-li,Masan-ri,Masalli
PHB350089018,발산1리,Bal-san-1-li,Balsan 1-ri,Balsan 1 Ri
PHB350089019,발산1리,Bal-san-1-li,Balsan 1-ri,Balsan 1 Ri
PHB350089020,발산2리,Bal-san-2-li,Balsan 2-ri,Balsan 2 Ri
PHB350089021,발산2리,Bal-san-2-li,Balsan 2-ri,Balsan 2 Ri
PHB350089026,동해환승센터,Dong-hae-hwan-seung-sen-teo,Donghae Transfer Center,
PHB350089027,동해환승센터,Dong-hae-hwan-seung-sen-teo,Donghae Transfer Center,
PHB350089028,동해면행정복지센터,Dong-hae-myeon-haeng-jeong-bog-ji-sen-teo,Donghae-myeon Administrative Welfare Center,
PHB350089029,신정리,Sin-jeong-li,Sinjeong-ri,Sinjeong-ri
PHB350089030,약전리,Yag-jeon-li,Yakjeon-ri,
PHB350089031,약전리,Yag-jeon-li,Yakjeon-ri,
PHB350089032,황금상가,Hwang-geum-sang-ga,Hwanggeum Shopping Mall,
PHB350089033,동해면행정복지센터,Dong-hae-myeon-haeng-jeong-bog-ji-sen-teo,Donghae-myeon Administrative Welfare Center,
PHB350089034,신정리,Sin-jeong-li,Sinjeong-ri,Sinjeong-ri
PHB350089035,영남상가,Yeong-nam-sang-ga,Yeongnam Shopping Mall,Yeongnam Commercial Center
PHB350089037,석리,Seog-li,Seok-ri,Seongni
PHB350089038,신형주택입구,Sin-hyeong-ju-taeg-ib-gu,Sinhyeong Housing Entrance,Sinhyeong House Entrance
PHB350089039,상정1리,Sang-jeong-1-li,Sangjeong 1-ri,Sangjeong 1 Ri
PHB350089040,블루밸리산단입구,Beul-lu-bael-li-san-dan-ib-gu,Blue Valley Industrial Complex Entrance,
PHB350089041,포항경주공항,Po-hang-gyeong-ju-gong-hang,Pohang Gyeongju Airport,Pohang Race Airport
PHB350089042,신형주택입구,Sin-hyeong-ju-taeg-ib-gu,Sinhyeong Housing Entrance,Sinhyeong House Entrance
PHB350089043,석리,Seog-li,Seok-ri,Seongni
PHB350089044,상정1리,Sang-jeong-1-li,Sangjeong 1-ri,Sangjeong 1 Ri
PHB350089045,블루밸리산단입구,Beul-lu-bael-li-san-dan-ib-gu,Blue Valley Industrial Complex Entrance,
PHB350089050,금광2리,Geum-gwang-2-li,Geumgwang 2-ri,Geumgwang 2 Ri
PHB350089057,중산리,Jung-san-li,Jungsan-ri,Jungsalli
PHB350089058,중산리,Jung-san-li,Jungsan-ri,Jungsalli
PHB350089061,공당1리,Gong-dang-1-li,Gongdang 1-ri,Gongdang 1 Ri
PHB350089062,공당1리,Gong-dang-1-li,Gongdang 1-ri,Gongdang 1 Ri
PHB350089063,임곡1리,Im-gog-1-li,Imgok 1-ri,Imgok 1 Ri
PHB350089064,임곡1리,Im-gog-1-li,Imgok 1-ri,Imgok 1 Ri
PHB350089067,흥환리,Heung-hwan-li,Heunghwan-ri,Heunghwalli
PHB350089068,숲실,Sup-sil,Supsil,Supsil
PHB350089074,금광저수지,Geum-gwang-jeo-su-ji,Geumgwang Reservoir,Geumgwang Reservoir
PHB350089075,금광저수지,Geum-gwang-jeo-su-ji,Geumgwang Reservoir,Geumgwang Reservoir
PHB350089076,신정1리마을회관,Sin-jeong-1-li-ma-eul-hoe-gwan,Sinjeong 1-ri Village Hall,Sinjeong 1 Ri Village Hall
PHB350089077,신정1리마을회관,Sin-jeong-1-li-ma-eul-hoe-gwan,Sinjeong 1-ri Village Hall,Sinjeong 1 Ri Village Hall
PHB350089078,신정1리,Sin-jeong-1-li,Sinjeong 1-ri,Sinjeong 1 Ri
PHB350089080,신정1리,Sin-jeong-1-li,Sinjeong 1-ri,Sinjeong 1 Ri
PHB350089081,약전1리,Yag-jeon-1-li,Yakjeon 1-ri,Yakjeon 1 Ri
PHB350089082,약전1리,Yag-jeon-1-li,Yakjeon 1-ri,Yakjeon 1 Ri
PHB350089084,숲실,Sup-sil,Supsil,Supsil
PHB350089085,흥환리,Heung-hwan-li,Heunghwan-ri,Heunghwalli
PHB350089087,금광1리,Geum-gwang-1-li,Geumgwang 1-ri,Geumgwang 1 Ri
PHB350089088,금광1리,Geum-gwang-1-li,Geumgwang 1-ri,Geumgwang 1 Ri
PHB350089090,포항경주공항,Po-hang-gyeong-ju-gong-hang,Pohang Gyeongju Airport,Pohang Race Airport
PHB350089091,동산공원묘지,Dong-san-gong-won-myo-ji,Dongsan Park Cemetery,
PHB350089092,삼양신형아파트,Sam-yang-sin-hyeong-a-pa-teu,Samyang Sinhyeong Apartment,
PHB350089093,청룡회관,Cheong-lyong-hoe-gwan,Cheongnyong Hall,Cheongnyong Hall
PHB350089094,청룡회관,Cheong-lyong-hoe-gwan,Cheongnyong Hall,Cheongnyong Hall
PHB350089100,상정검문소(무정차),Sang-jeong-geom-mun-so(mu-jeong-cha),Sangjeong Checkpoint(non-stop),
PHB350089101,상정검문소(무정차),Sang-jeong-geom-mun-so(mu-jeong-cha),Sangjeong Checkpoint(non-stop),
PHB350089102,코아루블루인시티,Ko-a-lu-beul-lu-in-si-ti,Koaroo Blue In City Apartment,Coaru Blue in City
PHB350089103,코아루블루인시티,Ko-a-lu-beul-lu-in-si-ti,Koaroo Blue In City Apartment,Coaru Blue in City
PHB350090003,모포분교,Mo-po-bun-gyo,Mopo Branch School,Mopo Branch School
PHB350090004,대진리,Dae-jin-li,Daejin-ri,Daejilli
PHB350090005,대진리,Dae-jin-li,Daejin-ri,Daejilli
PHB350090006,대진해수욕장,Dae-jin-hae-su-yog-jang,Daejin Beach,Daejin Beach
PHB350090008,영암1리,Yeong-am-1-li,Yeongam 1-ri,Yeongam 1 Ri
PHB350090009,죽하,Jug-ha,Jukha,Jukha
PHB350090010,죽하,Jug-ha,Jukha,Jukha
PHB350090011,신창1리,Sin-chang-1-li,Sinchang 1-ri,Sinchang 1 Ri
PHB350090012,신창1리,Sin-chang-1-li,Sinchang 1-ri,Sinchang 1 Ri
PHB350090013,신창해수욕장,Sin-chang-hae-su-yog-jang,Sinchang Beach,Sinchang Beach
PHB350090014,신창해수욕장,Sin-chang-hae-su-yog-jang,Sinchang Beach,Sinchang Beach
PHB350090015,신창2리,Sin-chang-2-li,Sinchang 2-ri,Sinchang 2 Ri
PHB350090016,신창2리,Sin-chang-2-li,Sinchang 2-ri,Sinchang 2 Ri
PHB350090021,두원리,Du-won-li,Duwon-ri,Duwolli
PHB350090022,두원리,Du-won-li,Duwon-ri,Duwolli
PHB350090024,두원리입구,Du-won-li-ib-gu,Duwon-ri Entrance,Duwolli Entrance
PHB350090027,수성리,Su-seong-li,Suseong-ri,Suseongni
PHB350090028,수성리,Su-seong-li,Suseong-ri,Suseongni
PHB350090029,수성리딸기직판장,Su-seong-li-ttal-gi-jig-pan-jang,Suseong-ri Strawberry Direct Sales Center,Suseongni Ttalgi Direct Sales Center
PHB350090030,수성리딸기직판장,Su-seong-li-ttal-gi-jig-pan-jang,Suseong-ri Strawberry Direct Sales Center,Suseongni Ttalgi Direct Sales Center
PHB350090031,임중리,Im-jung-li,Imjung-ri,Imjungni
PHB350090032,임중리,Im-jung-li,Imjung-ri,Imjungni
PHB350090033,장기중학교,Jang-gi-jung-hag-gyo,Janggi Middle School,Janggi Middle School
PHB350090034,장기중학교,Jang-gi-jung-hag-gyo,Janggi Middle School,Janggi Middle School
PHB350090035,장기교,Jang-gi-gyo,Janggi Bridge,
PHB350090036,장기면행정복지센터,Jang-gi-myeon-haeng-jeong-bog-ji-sen-teo,Janggi-myeon Administrative Welfare Center,
PHB350090037,장기면행정복지센터,Jang-gi-myeon-haeng-jeong-bog-ji-sen-teo,Janggi-myeon Administrative Welfare Center,
PHB350090040,금오리,Geum-o-li,Geumo-ri,Geumori
PHB350090041,금오리,Geum-o-li,Geumo-ri,Geumori
PHB350090043,창지2리,Chang-ji-2-li,Changji 2-ri,Changji 2 Ri
PHB350090044,창지2리,Chang-ji-2-li,Changji 2-ri,Changji 2 Ri
PHB350090045,창지1리,Chang-ji-1-li,Changji 1-ri,Changji 1 Ri
PHB350090046,창지1리,Chang-ji-1-li,Changji 1-ri,Changji 1 Ri
PHB350090047,신계리,Sin-gye-li,Singye-ri,Singyeri
PHB350090048,신계리,Sin-gye-li,Singye-ri,Singyeri
PHB350090049,대곡리,Dae-gog-li,Daegok-ri,Daegongni
PHB350090050,대곡리,Dae-gog-li,Daegok-ri,Daegongni
PHB350090051,정천2리,Jeong-cheon-2-li,Jeongcheon 2-ri,Jeongcheon 2 Ri
PHB350090052,정천2리,Jeong-cheon-2-li,Jeongcheon 2-ri,Jeongcheon 2 Ri
PHB350090053,하정리,Ha-jeong-li,Hajeong-ri,Hajeongni
PHB350090054,하정리,Ha-jeong-li,Hajeong-ri,Hajeongni
PHB350090055,정천1리,Jeong-cheon-1-li,Jeongcheon 1-ri,Jeongcheon 1 Ri
PHB350090056,정천1리,Jeong-cheon-1-li,Jeongcheon 1-ri,Jeongcheon 1 Ri
PHB350090057,정천리,Jeong-cheon-li,Jeongcheon-ri,Jeongcheolli
PHB350090058,정천리,Jeong-cheon-li,Jeongcheon-ri,Jeongcheolli
PHB350090062,장기교,Jang-gi-gyo,Janggi Bridge,
PHB350090077,대진해수욕장,Dae-jin-hae-su-yog-jang,Daejin Beach,Daejin Beach
PHB350090078,영암1리,Yeong-am-1-li,Yeongam 1-ri,Yeongam 1 Ri
PHB350090086,모포분교,Mo-po-bun-gyo,Mopo Branch School,Mopo Branch School
PHB350090090,영암3리,Yeong-am-3-li,Yeongam 3-ri,Yeongam 3 Ri
PHB350090091,영암3리,Yeong-am-3-li,Yeongam 3-ri,Yeongam 3 Ri
PHB350090092,모포2리,Mo-po-2-li,Mopo 2-ri,Mopo 2 Ri
PHB350090093,모포2리,Mo-po-2-li,Mopo 2-ri,Mopo 2 Ri
PHB350090096,방산1리,Bang-san-1-li,Bangsan 1-ri,Bangsan 1 Ri
PHB350090097,방산1리,Bang-san-1-li,Bangsan 1-ri,Bangsan 1 Ri
PHB350090099,방산2리마을회관,Bang-san-2-li-ma-eul-hoe-gwan,Bangsan 2-ri Village Hall,Bangsan 2 Ri Village Hall
PHB350090100,양포삼거리,Yang-po-sam-geo-li,Yangpo Three-way Intersection,Yangpo Three Way Intersection
PHB350090101,양포삼거리,Yang-po-sam-geo-li,Yangpo Three-way Intersection,Yangpo Three Way Intersection
PHB350090108,손재림박물관,Son-jae-lim-bag-mul-gwan,Sonjaerim Museum,Sonjaerim Museum
PHB350090109,손재림박물관,Son-jae-lim-bag-mul-gwan,Sonjaerim Museum,Sonjaerim Museum
PHB350090110,양포초등학교,Yang-po-cho-deung-hag-gyo,Yangpo Elementary School,Yangpo Elementary School
PHB350090111,양포초등학교,Yang-po-cho-deung-hag-gyo,Yangpo Elementary School,Yangpo Elementary School
PHB350090116,서촌1리,Seo-chon-1-li,Seochon 1-ri,Seochon 1 Ri
PHB350090118,장승배기,Jang-seung-bae-gi,Jangseungbaegi,Jangseungbaegi
PHB350090119,장승배기,Jang-seung-bae-gi,Jangseungbaegi,Jangseungbaegi
PHB350090122,학곡리,Hag-gog-li,Hakgok-ri,Hakgongni
PHB350090123,학곡리,Hag-gog-li,Hakgok-ri,Hakgongni
PHB350090125,서촌1리,Seo-chon-1-li,Seochon 1-ri,Seochon 1 Ri
PHB350090130,장기시장,Jang-gi-si-jang,Janggi Market,Janggi Market
PHB350090131,장기시장,Jang-gi-si-jang,Janggi Market,Janggi Market
PHB350090132,원산리입구,Won-san-li-ib-gu,Wonsan-ri Entrance,Wonsalli Entrance
PHB350090133,산서입구,San-seo-ib-gu,Sanseo Entrance,Sanseo Entrance
PHB350090134,산서입구,San-seo-ib-gu,Sanseo Entrance,Sanseo Entrance
PHB350090135,산서유락원,San-seo-yu-lag-won,Sanseo Retirement Community,Sanseo Yuragwon
PHB350090136,산서유락원,San-seo-yu-lag-won,Sanseo Retirement Community,Sanseo Yuragwon
PHB350090137,산서리,San-seo-li,Sanseo-ri,Sanseori
PHB350090138,산서리,San-seo-li,Sanseo-ri,Sanseori
PHB350090139,방산교,Bang-san-gyo,Bangsan Bridge,Bangsangyo
PHB350090140,방산교,Bang-san-gyo,Bangsan Bridge,Bangsangyo
PHB350090141,봉덕서원,Bong-deog-seo-won,Bongdeok Seowon,Bongdeok Seowon
PHB350090142,봉덕서원,Bong-deog-seo-won,Bongdeok Seowon,Bongdeok Seowon
PHB350090143,배정리,Bae-jeong-li,Baejeong-ri,Baejeongni
PHB350090144,방산2리,Bang-san-2-li,Bangsan 2-ri,Bangsan 2 Ri
PHB350090145,방산2리,Bang-san-2-li,Bangsan 2-ri,Bangsan 2 Ri
PHB350090146,서촌2리,Seo-chon-2-li,Seochon 2-ri,Seochon 2 Ri
PHB350090147,금곡리,Geum-gog-li,Geumgok-ri,Geumgongni
PHB350090148,금곡리,Geum-gog-li,Geumgok-ri,Geumgongni
PHB350090149,금곡교,Geum-gog-gyo,Geumgok Bridge,Geumgokgyo
PHB350090150,금곡교,Geum-gog-gyo,Geumgok Bridge,Geumgokgyo
PHB350090153,창암,Chang-am,Changam,Changam
PHB350090154,수협장기지점,Su-hyeob-jang-gi-ji-jeom,Suhyup Janggi Branch,Suhyeopjanggi Branch
PHB350090155,창암,Chang-am,Changam,Changam
PHB350090156,수협장기지점,Su-hyeob-jang-gi-ji-jeom,Suhyup Janggi Branch,Suhyeopjanggi Branch
PHB350090160,두원리입구,Du-won-li-ib-gu,Duwon-ri Entrance,Duwolli Entrance
PHB350090164,오류4리,O-lyu-4-li,Oryu 4-ri,Oryu 4 Ri
PHB350090167,서촌2리,Seo-chon-2-li,Seochon 2-ri,Seochon 2 Ri
PHB350090168,계원리,Gye-won-li,Gyewon-ri,
PHB350090169,계원리,Gye-won-li,Gyewon-ri,
PHB350090174,산서리새터마을,San-seo-li-sae-teo-ma-eul,Sanseo-ri Saeteo Village,Sanseo-ri Saeteo Village
PHB350090181,농협양포점,Nong-hyeob-yang-po-jeom,Nonghyup Yangpo Branch,Nonghyup Yangpo Branch
PHB350090182,농협양포점,Nong-hyeob-yang-po-jeom,Nonghyup Yangpo Branch,Nonghyup Yangpo Branch
PHB350090183,원산리입구,Won-san-li-ib-gu,Wonsan-ri Entrance,Wonsalli Entrance
PHB350090184,장기파출소,Jang-gi-pa-chul-so,Janggi Police Box,Janggi Police Office
PHB350090186,양포삼거리,Yang-po-sam-geo-li,Yangpo Three-way Intersection,Yangpo Three Way Intersection
PHB350090187,양포삼거리,Yang-po-sam-geo-li,Yangpo Three-way Intersection,Yangpo Three Way Intersection
PHB350090188,초롱구비마을,Cho-long-gu-bi-ma-eul,Choronggubi Village,Chorong Gubi Village
PHB350090189,초롱구비마을,Cho-long-gu-bi-ma-eul,Choronggubi Village,Chorong Gubi Village
PHB350090190,계원2리,Gye-won-2-li,Gyewon 2-ri,Gyewon 2 Ri
PHB350090191,계원2리,Gye-won-2-li,Gyewon 2-ri,Gyewon 2 Ri
PHB350091001,대동배진료소,Dae-dong-bae-jin-lyo-so,Daedongbae Clinic,Daedongbae Clinic
PHB350091002,대동배진료소,Dae-dong-bae-jin-lyo-so,Daedongbae Clinic,Daedongbae Clinic
PHB350091003,대동배교회,Dae-dong-bae-gyo-hoe,Daedongbae Church,Daedongbae Church
PHB350091004,대동배교회,Dae-dong-bae-gyo-hoe,Daedongbae Church,Daedongbae Church
PHB350091007,대동배2리,Dae-dong-bae-2-li,Daedongbae 2-ri,Daedongbae 2 Ri
PHB350091008,대동배2리,Dae-dong-bae-2-li,Daedongbae 2-ri,Daedongbae 2 Ri
PHB350091009,구만2리,Gu-man-2-li,Guman 2-ri,Guman 2 Ri
PHB350091010,구만2리마을회관,Gu-man-2-li-ma-eul-hoe-gwan,Guman 2-ri Village Hall,Guman 2 Ri Village Hall
PHB350091011,구만2리,Gu-man-2-li,Guman 2-ri,Guman 2 Ri
PHB350091012,구만2리마을회관,Gu-man-2-li-ma-eul-hoe-gwan,Guman 2-ri Village Hall,Guman 2 Ri Village Hall
PHB350091013,호미곶행정복지센터,Ho-mi-goj-haeng-jeong-bog-ji-sen-teo,Homigot Administrative Welfare Center,
PHB350091014,호미곶행정복지센터,Ho-mi-goj-haeng-jeong-bog-ji-sen-teo,Homigot Administrative Welfare Center,
PHB350091015,구룡포수협호미곶지점,Gu-lyong-po-su-hyeob-ho-mi-goj-ji-jeom,Guryongposu Hyeop Homigot Branch,
PHB350091016,구룡포수협호미곶지점,Gu-lyong-po-su-hyeob-ho-mi-goj-ji-jeom,Guryongposu Hyeop Homigot Branch,
PHB350091017,해맞이광장(면민회관),Hae-maj-i-gwang-jang(myeon-min-hoe-gwan),Haemaji Square(Community Center),
PHB350091019,대보중학교,Dae-bo-jung-hag-gyo,Daebo Middle School,Daebo Middle School
PHB350091020,대보중학교,Dae-bo-jung-hag-gyo,Daebo Middle School,Daebo Middle School
PHB350091021,대보1리,Dae-bo-1-li,Daebo 1-ri,Daebo 1 Ri
PHB350091022,대보1리,Dae-bo-1-li,Daebo 1-ri,Daebo 1 Ri
PHB350091023,대천교,Dae-cheon-gyo,Daecheon Bridge,Daecheongyo
PHB350091024,대천교,Dae-cheon-gyo,Daecheon Bridge,Daecheongyo
PHB350091029,송림촌,Song-lim-chon,Songrimchon,
PHB350091030,송림촌,Song-lim-chon,Songrimchon,
PHB350091034,강사교회,Gang-sa-gyo-hoe,Gangsa Church,Gangsa Church
PHB350091035,강사교회,Gang-sa-gyo-hoe,Gangsa Church,Gangsa Church
PHB350091037,강사1리,Gang-sa-1-li,Gangsa 1-ri,Gangsa 1 Ri
PHB350091038,강사1리,Gang-sa-1-li,Gangsa 1-ri,Gangsa 1 Ri
PHB350091039,다무포,Da-mu-po,Damupo,Damupo
PHB350091040,다무포,Da-mu-po,Damupo,Damupo
PHB350091045,구룡포농협호미곶지점,Gu-lyong-po-nong-hyeob-ho-mi-goj-ji-jeom,Guryongpo Nonghyup Homigot Branch,
PHB350091049,대동배,Dae-dong-bae,Daedongbae,Daedongbae
PHB350091050,대동배,Dae-dong-bae,Daedongbae,Daedongbae
PHB350091052,구룡포농협호미곶지점,Gu-lyong-po-nong-hyeob-ho-mi-goj-ji-jeom,Guryongpo Nonghyup Homigot Branch,
PHB350091053,해맞이광장(면민회관),Hae-maj-i-gwang-jang(myeon-min-hoe-gwan),Haemaji Square(Community Center),
PHB350091055,대천,Dae-cheon,Daecheon,Daecheon
PHB350091056,대천,Dae-cheon,Daecheon,Daecheon
PHB350091058,호미로,Ho-mi-lo,Homi-ro,
PHB350091061,호미곶 해맞이광장,Ho-mi-goj- -hae-maj-i-gwang-jang,Homigot Haemaji Square,
PHB350091062,호미로,Ho-mi-lo,Homi-ro,
PHB350091063,강사2리,Gang-sa-2-li,Gangsa 2-ri,Gangsa 2 Ri
PHB350091064,강사2리,Gang-sa-2-li,Gangsa 2-ri,Gangsa 2 Ri
PHB350092003,문화예술회관,Mun-hwa-ye-sul-hoe-gwan,Culture and Arts Center,Culture & Arts Center
PHB350092005,형산시장,Hyeong-san-si-jang,Hyeongsan Market,Hyeongsan Market
PHB350092006,형산시장,Hyeong-san-si-jang,Hyeongsan Market,Hyeongsan Market
PHB350092008,종합운동장,Jong-hab-un-dong-jang,Sports Complex,Sports Complex
PHB350092009,남구청(야구장),Nam-gu-cheong(ya-gu-jang),Nam-gu Office(Baseball Stadium),Namgu Office(Baseball Field)
PHB350092010,포항대도교회,Po-hang-dae-do-gyo-hoe,Pohang Daedo Church,
PHB350092011,남부시장,Nam-bu-si-jang,Nambu Market,Nambu Market
PHB350092012,상대지구대,Sang-dae-ji-gu-dae,Sangdae Police Box,
PHB350092013,KT(세명기독병원),KT(se-myeong-gi-dog-byeong-won),KT(Semyung Christian Hospital),KT(Semyung Christian Hospital)
PHB350092014,KT(세명기독병원),KT(se-myeong-gi-dog-byeong-won),KT(Semyung Christian Hospital),KT(Semyung Christian Hospital)
PHB350092015,상대지구대,Sang-dae-ji-gu-dae,Sangdae Police Box,
PHB350092016,남부시장,Nam-bu-si-jang,Nambu Market,Nambu Market
PHB350092017,포항대도교회,Po-hang-dae-do-gyo-hoe,Pohang Daedo Church,
PHB350092018,뱃머리 평생학습원,Baes-meo-li-pyeong-saeng-hag-seub-won,Baenmeori Lifelong Education Center,Baenmeori Lifelong Education Center
PHB350092019,시외버스터미널,Si-oe-beo-seu-teo-mi-neol,Intercity Bus Terminal,Intercity Bus Terminal
PHB350092020,교보생명,Gyo-bo-saeng-myeong,Kyobo Life Insurance CO.,Kyobo Life Insurance
